Date	Symbol	Open	High	Low	Close	Volume
29/01/2021 00:00	BTCUSD	33438.74	34456.28	33438.74	34252.52	368.0001447
28/01/2021 23:00	BTCUSD	33558.08	34000	33156.84	33438.74	287.4076421
28/01/2021 22:00	BTCUSD	33278.89	33576.89	33232.58	33558.08	113.6787852
28/01/2021 21:00	BTCUSD	32642.9	33333	32642.9	33278.89	225.6344578
28/01/2021 20:00	BTCUSD	32670.89	32979.87	32439.37	32642.9	213.052468
28/01/2021 19:00	BTCUSD	32703.89	32821.64	32543.09	32670.89	235.9413677
28/01/2021 18:00	BTCUSD	32345.72	32766.36	32167.32	32703.89	168.5372047
28/01/2021 17:00	BTCUSD	32478.38	32544.63	32229.9	32345.72	161.8548943
28/01/2021 16:00	BTCUSD	31990.01	32478.38	31707.91	32478.38	228.7665571
28/01/2021 15:00	BTCUSD	31887.23	32300	31750	31990.01	284.8832925
28/01/2021 14:00	BTCUSD	31794.49	32508.6	31671.49	31887.23	575.3886492
28/01/2021 13:00	BTCUSD	31516.03	31862.5	31187.96	31794.49	176.6629396
28/01/2021 12:00	BTCUSD	31458.92	31751.42	31333.51	31516.03	34.26388741
28/01/2021 11:00	BTCUSD	31506.53	31625.49	31213.73	31458.92	22.10027722
28/01/2021 10:00	BTCUSD	31500	31595.54	31072.1	31506.53	18.46456558
28/01/2021 09:00	BTCUSD	31104.72	31500	30866.39	31500	34.27049743
28/01/2021 08:00	BTCUSD	31204.83	31326.32	31033.03	31104.72	13.25551237
28/01/2021 07:00	BTCUSD	31612.03	31630.41	31120.96	31204.83	35.83692053
28/01/2021 06:00	BTCUSD	31782.86	31941.18	31577.85	31612.03	76.85681877
28/01/2021 05:00	BTCUSD	31383.06	31855	31124.06	31782.86	78.36944314
28/01/2021 04:00	BTCUSD	31514.54	31667.02	31111.73	31383.06	69.26905027
28/01/2021 03:00	BTCUSD	31030.99	31605.4	30991.6	31514.54	59.33653494
28/01/2021 02:00	BTCUSD	30947.24	31277.76	30843.72	31030.99	130.591272
28/01/2021 01:00	BTCUSD	30743.92	30983.04	30378.38	30947.24	46.58323497
28/01/2021 00:00	BTCUSD	30453.91	30764.78	29890.49	30743.92	161.1738174
27/01/2021 23:00	BTCUSD	30587.34	30775.28	30139.94	30453.91	68.58362038
27/01/2021 22:00	BTCUSD	31011.45	31181.79	30405	30587.34	253.1125056
27/01/2021 21:00	BTCUSD	31580.06	31757.75	30791.43	31011.45	96.65228423
27/01/2021 20:00	BTCUSD	30732.88	31684.06	30529.99	31580.06	552.4606298
27/01/2021 19:00	BTCUSD	29730	30898.8	29730	30732.88	596.498555
27/01/2021 18:00	BTCUSD	30584.22	30590.17	29515.7	29730	427.9612476
27/01/2021 17:00	BTCUSD	30604.45	30904	30106.45	30584.22	252.8490907
27/01/2021 16:00	BTCUSD	30396.21	31019.67	30281.54	30604.45	314.64593
27/01/2021 15:00	BTCUSD	29559.81	30478.99	29313.25	30396.21	421.7027143
27/01/2021 14:00	BTCUSD	30315.38	30550	29191.9	29559.81	647.1629592
27/01/2021 13:00	BTCUSD	30780.02	31080.88	30264.88	30315.38	144.7824541
27/01/2021 12:00	BTCUSD	30690.15	30960.84	30403.31	30780.02	217.9882774
27/01/2021 11:00	BTCUSD	31428.26	31656.73	30643	30690.15	105.3013916
27/01/2021 10:00	BTCUSD	31262.46	31462.73	31141.81	31428.26	61.45871544
27/01/2021 09:00	BTCUSD	31193.89	31357.15	30823.88	31262.46	164.7694841
27/01/2021 08:00	BTCUSD	31808.18	31808.83	31193.33	31193.89	239.9940181
27/01/2021 07:00	BTCUSD	31724.6	31933.77	31595.3	31808.18	57.21978131
27/01/2021 06:00	BTCUSD	31542.46	31764.67	31409.74	31724.6	43.08776114
27/01/2021 05:00	BTCUSD	31928.25	31969.6	31288.75	31542.46	626.4083601
27/01/2021 04:00	BTCUSD	31852.6	32059.73	31572.01	31928.25	88.81113973
27/01/2021 03:00	BTCUSD	31837.57	31973.43	31607.53	31852.6	34.43965365
27/01/2021 02:00	BTCUSD	32149.71	32313.8	31837.57	31837.57	80.76524774
27/01/2021 01:00	BTCUSD	32343.51	32499.89	32005.6	32149.71	70.3496904
27/01/2021 00:00	BTCUSD	32536.21	32602.71	31940.24	32343.51	81.37581105
26/01/2021 23:00	BTCUSD	32788.52	32951	32508.56	32536.21	153.6127324
26/01/2021 22:00	BTCUSD	32040.69	32788.52	31952.66	32788.52	76.01021391
26/01/2021 21:00	BTCUSD	32005.98	32361.1	31901.61	32040.69	70.39748541
26/01/2021 20:00	BTCUSD	32247.38	32418.27	31843.48	32005.98	144.3061898
26/01/2021 19:00	BTCUSD	32256.2	32420	32086.67	32247.38	124.8045854
26/01/2021 18:00	BTCUSD	32203.84	32383.25	31927.99	32256.2	263.7521677
26/01/2021 17:00	BTCUSD	32031.85	32250	31945.29	32203.84	300.9885348
26/01/2021 16:00	BTCUSD	31754.3	32156.49	31348.16	32031.85	135.7020825
26/01/2021 15:00	BTCUSD	31255.68	31904.94	31255.68	31754.3	112.259158
26/01/2021 14:00	BTCUSD	31767.84	31805.61	30833.97	31255.68	187.6230017
26/01/2021 13:00	BTCUSD	31311.69	31963.69	31239.02	31767.84	73.98793379
26/01/2021 12:00	BTCUSD	31846.4	32019.2	31239.99	31311.69	117.8251886
26/01/2021 11:00	BTCUSD	32242.33	32284.22	31666.93	31846.4	24.69320159
26/01/2021 10:00	BTCUSD	31836.66	32446.7	31836.66	32242.33	75.57322135
26/01/2021 09:00	BTCUSD	31914.98	32114.57	31398.91	31836.66	37.04570931
26/01/2021 08:00	BTCUSD	31682.07	31998.53	31540.29	31914.98	31.95342953
26/01/2021 07:00	BTCUSD	31661.92	31760.74	31149.86	31682.07	134.5958227
26/01/2021 06:00	BTCUSD	32101.3	32117.76	31330	31661.92	76.39877332
26/01/2021 05:00	BTCUSD	32038.79	32353.33	31810.92	32101.3	42.49904228
26/01/2021 04:00	BTCUSD	31557.64	32197.42	31459.59	32038.79	91.89799094
26/01/2021 03:00	BTCUSD	32356.34	32379.64	31481.38	31557.64	155.4383608
26/01/2021 02:00	BTCUSD	32763.38	32774.93	32257	32356.34	80.29942209
26/01/2021 01:00	BTCUSD	32518.4	32850.88	32214.86	32763.38	70.08391194
26/01/2021 00:00	BTCUSD	32288.47	32688.88	31775	32518.4	142.821974
25/01/2021 23:00	BTCUSD	32486.49	32677.77	32211.53	32288.47	69.34153598
25/01/2021 22:00	BTCUSD	32705.02	32739.86	31921.1	32486.49	146.7705827
25/01/2021 21:00	BTCUSD	33476.34	33476.34	32178.59	32705.02	192.5861224
25/01/2021 20:00	BTCUSD	33458.96	33524.6	33055	33476.34	123.6660233
25/01/2021 19:00	BTCUSD	33659.94	33782.62	33367.08	33458.96	133.1206048
25/01/2021 18:00	BTCUSD	33776.89	34017.74	33500	33659.94	130.9549603
25/01/2021 17:00	BTCUSD	33901.01	34262.94	33696.05	33776.89	133.0730852
25/01/2021 16:00	BTCUSD	34449.91	34630.74	33616.56	33901.01	155.6143011
25/01/2021 15:00	BTCUSD	34469.49	34604.93	34200.62	34449.91	180.7772254
25/01/2021 14:00	BTCUSD	34573.98	34885.56	34381.37	34469.49	230.9290379
25/01/2021 13:00	BTCUSD	34188.2	34700	34146.04	34573.98	110.2186329
25/01/2021 12:00	BTCUSD	33192.36	34322.74	33070.25	34188.2	119.4558684
25/01/2021 11:00	BTCUSD	33150.75	33365.42	33048.67	33192.36	20.54023466
25/01/2021 10:00	BTCUSD	33006.37	33178.77	32755.01	33150.75	32.53121914
25/01/2021 09:00	BTCUSD	33476.24	33540.54	32904.46	33006.37	27.80722209
25/01/2021 08:00	BTCUSD	33349.64	33529.11	33212.26	33476.24	14.25601935
25/01/2021 07:00	BTCUSD	33494.09	33593.81	33100	33349.64	78.9142953
25/01/2021 06:00	BTCUSD	33313.97	33582.27	33180.34	33494.09	30.73852629
25/01/2021 05:00	BTCUSD	33454.14	33475.31	33197.88	33313.97	27.0713001
25/01/2021 04:00	BTCUSD	33585.44	33790.66	33336.53	33454.14	95.77200023
25/01/2021 03:00	BTCUSD	32794	33672.18	32623.1	33585.44	94.09427617
25/01/2021 02:00	BTCUSD	32874.35	33003.04	32677	32794	57.14186305
25/01/2021 01:00	BTCUSD	32605.75	32920.41	32434.07	32874.35	105.3122536
25/01/2021 00:00	BTCUSD	32294.65	32859.31	32207.2	32605.75	179.3778182
24/01/2021 23:00	BTCUSD	32174.09	32398.38	32056.56	32294.65	99.61581081
24/01/2021 22:00	BTCUSD	31939.79	32368.88	31700	32174.09	86.94033884
24/01/2021 21:00	BTCUSD	31700	32000	31582.11	31939.79	46.01857732
24/01/2021 20:00	BTCUSD	31317.27	31775.86	31280.91	31700	89.78641331
24/01/2021 19:00	BTCUSD	31877.96	31882.33	30958	31317.27	149.0298645
24/01/2021 18:00	BTCUSD	31889.44	31981.39	31813.91	31877.96	27.34394157
24/01/2021 17:00	BTCUSD	31787.46	32026.57	31618.25	31889.44	140.8597744
24/01/2021 16:00	BTCUSD	32001.38	32185.58	31526.73	31787.46	193.5600539
24/01/2021 15:00	BTCUSD	32116.19	32298.4	31900.01	32001.38	92.3916484
24/01/2021 14:00	BTCUSD	32281.98	32403.29	31989.59	32116.19	26.53522511
24/01/2021 13:00	BTCUSD	32426.4	32476.79	32122.23	32281.98	15.72525416
24/01/2021 12:00	BTCUSD	32882.19	32957.18	32289.59	32426.4	13.30735743
24/01/2021 11:00	BTCUSD	32741.82	32963.81	32717.75	32882.19	13.36271884
24/01/2021 10:00	BTCUSD	32685.46	32758.4	32500.01	32741.82	20.4298919
24/01/2021 09:00	BTCUSD	32689.2	32791.59	32547.47	32685.46	11.16208971
24/01/2021 08:00	BTCUSD	32813.26	33000	32600	32689.2	11.15643738
24/01/2021 07:00	BTCUSD	32775.57	32861.79	32517.36	32813.26	20.82466027
24/01/2021 06:00	BTCUSD	32888.46	33075	32589.59	32775.57	49.05301438
24/01/2021 05:00	BTCUSD	32862.82	33001	32744.12	32888.46	64.8256976
24/01/2021 04:00	BTCUSD	32500	32900	32369.14	32862.82	60.62129793
24/01/2021 03:00	BTCUSD	32138.19	32500	32027.09	32500	75.85180057
24/01/2021 02:00	BTCUSD	31897.1	32329.97	31822.59	32138.19	41.62041864
24/01/2021 01:00	BTCUSD	31908.19	32117.31	31800	31897.1	32.31498227
24/01/2021 00:00	BTCUSD	32117.87	32117.87	31674.38	31908.19	32.48181216
23/01/2021 23:00	BTCUSD	32100	32139.96	31851.41	32117.87	33.19846396
23/01/2021 22:00	BTCUSD	32392.7	32550	32027.03	32100	33.25761488
23/01/2021 21:00	BTCUSD	32238.38	32475.85	31870.51	32392.7	52.50907363
23/01/2021 20:00	BTCUSD	32390.38	32441.13	32076.12	32238.38	32.12508505
23/01/2021 19:00	BTCUSD	32215.62	32532.66	32211.69	32390.38	43.79473721
23/01/2021 18:00	BTCUSD	32278.44	32390.69	31865.49	32215.62	32.83008358
23/01/2021 17:00	BTCUSD	32169	32446.67	32092.36	32278.44	40.21580325
23/01/2021 16:00	BTCUSD	31926.07	32359.71	31786.51	32169	54.90143751
23/01/2021 15:00	BTCUSD	31770.97	32225.84	31678.94	31926.07	37.17462972
23/01/2021 14:00	BTCUSD	31899	32026.09	31699.9	31770.97	21.49622312
23/01/2021 13:00	BTCUSD	31663.14	32329.42	31444	31899	55.76102506
23/01/2021 12:00	BTCUSD	31715.31	32031.05	31501.72	31663.14	23.87365106
23/01/2021 11:00	BTCUSD	32397.41	32558.88	31567.97	31715.31	76.70112562
23/01/2021 10:00	BTCUSD	32530.74	32548.3	32233	32397.41	28.11359484
23/01/2021 09:00	BTCUSD	33009.27	33145.96	32400	32530.74	29.8814164
23/01/2021 08:00	BTCUSD	32962.33	33034.91	32678.1	33009.27	12.3571934
23/01/2021 07:00	BTCUSD	32889.28	33200	32739.6	32962.33	27.54618691
23/01/2021 06:00	BTCUSD	33395.57	33479.49	32847.88	32889.28	45.36708395
23/01/2021 05:00	BTCUSD	32626.85	33417.38	32315.6	33395.57	48.77832866
23/01/2021 04:00	BTCUSD	32393.63	32845.29	32345.3	32626.85	29.84669143
23/01/2021 03:00	BTCUSD	32304.28	32643.98	32235.94	32393.63	37.91552966
23/01/2021 02:00	BTCUSD	32746.58	32911	32100	32304.28	53.88187302
23/01/2021 01:00	BTCUSD	32727.43	32967.35	32270.98	32746.58	66.199622
23/01/2021 00:00	BTCUSD	33030.08	33030.08	32431.62	32727.43	131.8266611
22/01/2021 23:00	BTCUSD	32904.51	33232.45	32651.87	33030.08	80.69203082
22/01/2021 22:00	BTCUSD	33336.07	33658.4	32830.66	32904.51	59.53380397
22/01/2021 21:00	BTCUSD	33567.27	33712.98	33222.71	33336.07	116.2706191
22/01/2021 20:00	BTCUSD	33665.3	33880	33400	33567.27	134.6851135
22/01/2021 19:00	BTCUSD	33346.83	33682.39	33156.68	33665.3	167.070403
22/01/2021 18:00	BTCUSD	32368.69	33368.58	32215.94	33346.83	204.6922914
22/01/2021 17:00	BTCUSD	32387.6	32559.65	32118.49	32368.69	224.5380885
22/01/2021 16:00	BTCUSD	32510.98	32676.87	32000	32387.6	303.5470123
22/01/2021 15:00	BTCUSD	32585.7	32825.27	32330.88	32510.98	257.0874692
22/01/2021 14:00	BTCUSD	32171.99	32615.67	32171.99	32585.7	194.9884854
22/01/2021 13:00	BTCUSD	31553.47	32354.35	31395.04	32171.99	182.3836271
22/01/2021 12:00	BTCUSD	31765.29	32032.6	31368.5	31553.47	68.29386289
22/01/2021 11:00	BTCUSD	31391.12	31996.93	31387.54	31765.29	81.90139932
22/01/2021 10:00	BTCUSD	31393.74	31737.4	31065.25	31391.12	65.90998192
22/01/2021 09:00	BTCUSD	31491.88	31763.73	31248.15	31393.74	28.17802896
22/01/2021 08:00	BTCUSD	30755.43	31593.41	30473.87	31491.88	44.41654493
22/01/2021 07:00	BTCUSD	31558.36	31873.62	30553.77	30755.43	101.679754
22/01/2021 06:00	BTCUSD	31831.06	32065.97	31519.9	31558.36	46.65086195
22/01/2021 05:00	BTCUSD	30909.31	31926.18	30701.64	31831.06	86.47331867
22/01/2021 04:00	BTCUSD	30943.32	31446.06	30771.82	30909.31	130.4116342
22/01/2021 03:00	BTCUSD	30720.07	31000	30302.55	30943.32	132.2291281
22/01/2021 02:00	BTCUSD	30066.49	30834.62	29723.85	30720.07	270.7938382
22/01/2021 01:00	BTCUSD	29466.78	30206.4	28800	30066.49	543.7685224
22/01/2021 00:00	BTCUSD	30852.67	30852.67	29175.01	29466.78	1151.747347
21/01/2021 23:00	BTCUSD	30910.14	31559.23	30594.72	30852.67	180.6011881
21/01/2021 22:00	BTCUSD	31216.7	31221.71	30000	30910.14	589.6873175
21/01/2021 21:00	BTCUSD	31866.58	32138.32	31187.37	31216.7	125.9604459
21/01/2021 20:00	BTCUSD	32447.62	32544.81	31847.22	31866.58	329.3655213
21/01/2021 19:00	BTCUSD	31744.36	32715.74	31570.49	32447.62	273.1760181
21/01/2021 18:00	BTCUSD	31885.89	32046.21	31405.06	31744.36	256.7732351
21/01/2021 17:00	BTCUSD	31028	31977.49	30992.69	31885.89	176.7397674
21/01/2021 16:00	BTCUSD	31360.94	32135	30989.77	31028	424.3395
21/01/2021 15:00	BTCUSD	31099.13	32017.26	31000	31360.94	569.8904931
21/01/2021 14:00	BTCUSD	32304.77	32439.47	30848.58	31099.13	814.2629842
21/01/2021 13:00	BTCUSD	32473.7	32755.88	32180.19	32304.77	224.7838528
21/01/2021 12:00	BTCUSD	32206.07	32682.7	31258.71	32473.7	336.3825107
21/01/2021 11:00	BTCUSD	32822.42	32975.94	32167.27	32206.07	85.35622934
21/01/2021 10:00	BTCUSD	32878.81	33053.59	32000	32822.42	208.859716
21/01/2021 09:00	BTCUSD	33278.24	33483.98	32530.79	32878.81	275.9449867
21/01/2021 08:00	BTCUSD	34658.99	34672.2	33202.52	33278.24	122.2513507
21/01/2021 07:00	BTCUSD	34670.99	35000	34565.34	34658.99	32.4281829
21/01/2021 06:00	BTCUSD	34562.41	34802.05	34519.34	34670.99	27.48335363
21/01/2021 05:00	BTCUSD	34264.19	34597.87	33967.69	34562.41	59.91135051
21/01/2021 04:00	BTCUSD	34603.74	34943.34	34165.96	34264.19	76.08512119
21/01/2021 03:00	BTCUSD	34616.24	34840	34245.57	34603.74	66.83085982
21/01/2021 02:00	BTCUSD	34813.28	34851.43	34400.66	34616.24	124.4844902
21/01/2021 01:00	BTCUSD	35296.14	35390.09	34672.91	34813.28	46.23149465
21/01/2021 00:00	BTCUSD	35498.21	35637.86	35107.08	35296.14	45.86434906
20/01/2021 23:00	BTCUSD	34998.91	35680.08	34824.89	35498.21	72.97506509
20/01/2021 22:00	BTCUSD	34927.4	35121.9	34783.21	34998.91	45.45856995
20/01/2021 21:00	BTCUSD	34969.43	35110.67	34502.59	34927.4	121.7212542
20/01/2021 20:00	BTCUSD	35206.8	35348.42	34755.74	34969.43	88.21203926
20/01/2021 19:00	BTCUSD	35270.87	35336.39	34900	35206.8	90.49124891
20/01/2021 18:00	BTCUSD	34855.64	35270.87	34800	35270.87	153.5739607
20/01/2021 17:00	BTCUSD	34726.12	35030.7	34566.77	34855.64	212.2683594
20/01/2021 16:00	BTCUSD	34218.79	34750.82	33400	34726.12	507.9332271
20/01/2021 15:00	BTCUSD	34886.78	35068.44	34090.06	34218.79	229.2551079
20/01/2021 14:00	BTCUSD	34995.65	35192.28	34842.76	34886.78	121.297634
20/01/2021 13:00	BTCUSD	34718.95	34995.65	34212.48	34995.65	174.1465981
20/01/2021 12:00	BTCUSD	34411.59	34817.63	34013.86	34718.95	130.8647566
20/01/2021 11:00	BTCUSD	34751.56	34898.84	34000	34411.59	105.182268
20/01/2021 10:00	BTCUSD	34840.69	34999.05	34368.48	34751.56	99.55310526
20/01/2021 09:00	BTCUSD	35502.01	35611.08	34505	34840.69	102.3471568
20/01/2021 08:00	BTCUSD	35720.9	35964.95	35377.53	35502.01	48.26603861
20/01/2021 07:00	BTCUSD	35297.05	35827.03	35246.38	35720.9	36.43692764
20/01/2021 06:00	BTCUSD	35511.36	35652.5	35190.9	35297.05	95.43857443
20/01/2021 05:00	BTCUSD	35305.22	35525.78	35229.52	35511.36	63.52123639
20/01/2021 04:00	BTCUSD	35075.53	35486.04	34800	35305.22	117.6554482
20/01/2021 03:00	BTCUSD	36089.84	36119.82	35005	35075.53	251.1241426
20/01/2021 02:00	BTCUSD	36126.08	36126.08	35740	36089.84	138.7152134
20/01/2021 01:00	BTCUSD	36346.43	36424.27	36024.47	36126.08	78.87435645
20/01/2021 00:00	BTCUSD	35902.41	36383.29	35654.69	36346.43	274.0769063
19/01/2021 23:00	BTCUSD	36664.69	36713.06	35888.88	35902.41	66.16508002
19/01/2021 22:00	BTCUSD	36490.36	36796.4	36322.31	36664.69	40.26778058
19/01/2021 21:00	BTCUSD	36481.3	36782.5	36386.32	36490.36	137.7840958
19/01/2021 20:00	BTCUSD	36266.98	36586.54	36117	36481.3	116.4231167
19/01/2021 19:00	BTCUSD	36514.39	36792.31	36072.56	36266.98	120.9565376
19/01/2021 18:00	BTCUSD	37188.55	37188.62	36462.05	36514.39	211.7786368
19/01/2021 17:00	BTCUSD	37386	37535.21	37057.78	37188.55	243.051119
19/01/2021 16:00	BTCUSD	37360.01	37934.2	37274.57	37386	165.8185375
19/01/2021 15:00	BTCUSD	37022.36	37399.99	36850.01	37360.01	63.14500461
